110,138,110,415,55,20
110,137,99,411,55,40
110,136,88,403,55,40
110,135,77,395,55,40
110,134,66,387,55,40
110,133,55,379,55,40
110,132,44,371,55,40
110,131,33,363,55,40
110,130,22,355,55,40
110,129,11,347,55,40
110,128,0,339,-50,40
110,127,10,331,-55,40
110,126,21,323,-55,40
110,125,32,315,-55,40
110,124,43,307,-55,40
110,123,54,299,-55,40
110,122,65,291,-55,40
110,121,76,283,-55,40
110,120,87,275,-55,40
110,119,98,267,-55,40
110,118,109,259,-55,40
110,117,120,251,50,40
110,116,110,243,55,40
110,115,99,235,55,40
110,114,88,227,55,40
110,113,77,219,55,40
110,112,66,211,55,40
110,111,55,203,55,40
110,110,44,195,55,40
110,109,33,187,55,40
110,108,22,179,55,40
110,107,11,171,55,40
110,106,0,163,-30,40
110,105,6,155,-55,40
110,104,17,147,-55,40
110,103,28,139,-55,40
110,102,39,131,-55,40
110,101,50,123,-55,40
110,100,61,115,-50,35
110,99,71,108,-50,35
110,98,81,101,-50,35
110,97,91,94,-50,35
110,96,101,87,-50,35
110,95,111,80,-35,-5
110,94,118,81,-35,-35
110,93,125,88,-35,-35
110,92,132,95,-35,-35
110,91,139,102,-35,-35
110,90,146,109,-35,-35
110,89,153,116,-35,-35
110,88,160,123,-35,-35
110,87,167,130,-35,-35
110,86,174,137,-35,-35
110,85,181,144,-35,-35
110,84,188,151,-35,-35
110,83,195,158,30,-35
110,82,189,165,35,-35
110,81,182,172,35,-35
110,80,175,179,35,-35
110,79,168,186,35,-35
110,78,161,193,35,-35
110,77,154,200,35,-35
110,76,147,207,35,-35
110,75,140,214,35,-35
110,74,133,221,35,-35
110,73,126,228,35,-35
110,72,119,235,35,5
110,71,112,234,35,35
110,70,105,227,35,35
110,69,98,220,35,35
110,68,91,213,35,35
110,67,84,206,35,35
110,66,77,199,35,35
110,65,70,192,35,35
110,64,63,185,35,35
110,63,56,178,35,35
110,62,49,171,35,35
110,61,42,164,35,35
110,60,35,157,35,35
110,59,28,150,35,35
110,58,21,143,35,35
110,57,14,136,35,35
110,56,7,129,35,35
110,55,0,122,-35,35
110,54,7,115,-35,35
110,53,14,108,-35,35
110,52,21,101,-35,35
110,51,28,94,-35,35
110,50,35,87,-35,35
110,49,42,80,35,-30
110,48,35,86,35,-35
110,47,28,93,35,-35
110,46,21,100,35,-35
110,45,14,107,35,-35
110,44,7,114,35,-35
110,43,0,121,-30,-35
110,42,6,128,-35,-35
110,41,13,135,-35,-35
110,40,20,142,-35,-35
110,39,27,149,-35,-35
110,38,34,156,-35,-35
110,37,41,163,-35,-35
110,36,48,170,-35,-35
110,35,55,177,-35,-35
110,34,62,184,-35,-35
110,33,69,191,-35,-35
110,32,76,198,-35,-35
110,31,83,205,-35,-35
110,30,90,212,-35,-35
110,29,97,219,-35,-35
110,28,104,226,-35,-35
110,27,111,233,-35,-35
110,26,118,240,-35,-35
110,25,125,247,-35,-35
110,24,132,254,-35,-35
110,23,139,261,-35,-35
110,22,146,268,-35,-35
110,21,153,275,-35,-35
110,20,160,282,-35,-35
110,19,167,289,-35,-35
110,18,174,296,-35,-35
110,17,181,303,-35,-35
110,16,188,310,-35,-35
110,15,195,317,30,-35
110,14,189,324,35,-35
110,13,182,331,35,-35
110,12,175,338,35,-35
110,11,168,345,35,-35
110,10,161,352,35,-35
110,9,154,359,35,-35
110,8,147,366,35,-35
110,7,140,373,35,-35
110,6,133,380,35,-35
110,5,126,387,35,-35
110,4,119,394,35,-35
110,3,112,401,35,-35
110,2,105,408,35,-35
110,1,98,415,0,0
